model_name,unique_id,model_path,schema,materialization,resource_enabled,contract_enforced,column_count,tags,owner,servingdb_sync,child_count,parent_count,access,migration_status,target_canonical_model,compatibility_relation,deprecation_date,deprecation_ticket,wave,notes
ref_raf__year_locks,model.healthcare_analytics.ref_raf__year_locks,models/healthcare/raf/score/facts/ref_raf__year_locks.sql,healthcare,table,True,False,1,"cms_hcc,cube,fact,gold,raf,reference,risk_adjustment,year_lock,BIPlatform",,False,4,1,protected,active,,,,,,
referral_management,model.healthcare_analytics.referral_management,models/facts/referral_management.sql,healthcare,incremental,True,True,46,"care_coordination,cube,fact,referrals,BIPlatform",,False,4,2,protected,active,,,,,,
rpt_finraf__legacy_period,model.healthcare_analytics.rpt_finraf__legacy_period,models/healthcare/raf/revenue/reports/rpt_finraf__legacy_period.sql,healthcare,table,True,False,4,"cms_hcc,cube,finance,finraf,legacy,raf,reporting,risk_adjustment,BIPlatform",,False,4,2,protected,active,,,,,,
rpt_finraf__mmr_adjustments,model.healthcare_analytics.rpt_finraf__mmr_adjustments,models/healthcare/raf/revenue/reports/rpt_finraf__mmr_adjustments.sql,healthcare,table,True,False,4,"cms_hcc,finance,finraf,raf,reporting,risk_adjustment",,False,0,3,protected,active,,,,,,
rpt_finraf__revenue_at_risk,model.healthcare_analytics.rpt_finraf__revenue_at_risk,models/healthcare/raf/revenue/reports/rpt_finraf__revenue_at_risk.sql,healthcare,table,True,False,6,"cms_hcc,cube,finance,finraf,raf,reporting,risk_adjustment,BIPlatform",,False,4,2,protected,active,,,,,,
rpt_finraf__revenue_summary,model.healthcare_analytics.rpt_finraf__revenue_summary,models/healthcare/raf/revenue/reports/rpt_finraf__revenue_summary.sql,healthcare,table,True,False,0,"cms_hcc,cube,finance,finraf,raf,reporting,risk_adjustment,BIPlatform",,False,1,1,protected,active,,,,,,
rpt_m2m_patient_population,model.healthcare_analytics.rpt_m2m_patient_population,models/healthcare/raf/score/reports/rpt_m2m_patient_population.sql,healthcare,incremental,True,False,2,"capability_3,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,3,2,protected,active,,,,,,
rpt_monthly_raf_enhanced,model.healthcare_analytics.rpt_monthly_raf_enhanced,models/healthcare/raf/score/reports/rpt_monthly_raf_enhanced.sql,healthcare,table,True,False,3,"capability_4,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,4,1,protected,active,,,,,,
rpt_monthly_raf_snapshot,model.healthcare_analytics.rpt_monthly_raf_snapshot,models/healthcare/raf/score/reports/rpt_monthly_raf_snapshot.sql,healthcare,table,True,False,3,"capability_4,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,4,1,protected,active,,,,,,
rpt_raf__disease_prevalence,model.healthcare_analytics.rpt_raf__disease_prevalence,models/healthcare/raf/capture/reports/rpt_raf__disease_prevalence.sql,healthcare,incremental,True,False,0,"capability_7,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,1,2,protected,active,,,,,,
rpt_raf__frs_trend,model.healthcare_analytics.rpt_raf__frs_trend,models/healthcare/raf/score/reports/rpt_raf__frs_trend.sql,healthcare,table,True,False,3,"cms_hcc,cube,frs,raf,report,reporting,risk_adjustment,BIPlatform",,False,4,1,protected,active,,,,,,
rpt_raf__frs_validation,model.healthcare_analytics.rpt_raf__frs_validation,models/healthcare/raf/score/reports/rpt_raf__frs_validation.sql,healthcare,table,True,False,7,"cms_hcc,frs,raf,report,reporting,risk_adjustment,validation",,False,7,4,protected,active,,,,,,
rpt_raf__monthly_score_trend,model.healthcare_analytics.rpt_raf__monthly_score_trend,models/healthcare/raf/score/reports/rpt_raf__monthly_score_trend.sql,healthcare,table,True,False,9,"cms_hcc,cube,monthly_snapshots,raf,report,reporting,risk_adjustment,BIPlatform",,False,13,1,protected,active,,,,,,
rpt_raf__mor_decomposition,model.healthcare_analytics.rpt_raf__mor_decomposition,models/healthcare/raf/revenue/reports/rpt_raf__mor_decomposition.sql,healthcare,table,True,False,3,"cms_hcc,mor,raf,report,reporting,risk_adjustment,validation",,False,5,3,protected,active,,,,,,
rpt_raf__payor_reconciliation,model.healthcare_analytics.rpt_raf__payor_reconciliation,models/healthcare/raf/revenue/reports/rpt_raf__payor_reconciliation.sql,healthcare,table,True,False,5,"cms_hcc,payor,raf,reporting,risk_adjustment,validation",,False,5,5,protected,active,,,,,,
rpt_raf__population_census,model.healthcare_analytics.rpt_raf__population_census,models/healthcare/raf/score/reports/rpt_raf__population_census.sql,healthcare,table,True,False,0,"capability_1,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,1,2,protected,active,,,,,,
rpt_raf__recapture_analysis,model.healthcare_analytics.rpt_raf__recapture_analysis,models/healthcare/raf/capture/reports/rpt_raf__recapture_analysis.sql,healthcare,incremental,True,False,0,"capability_9,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,2,3,protected,active,,,,,,
rpt_raf__validation_comparison,model.healthcare_analytics.rpt_raf__validation_comparison,models/healthcare/raf/revenue/reports/rpt_raf__validation_comparison.sql,healthcare,table,True,False,0,"cms_hcc,raf,reporting,risk_adjustment,validation",,False,1,2,protected,active,,,,,,
rpt_raf__visit_budget_analysis,model.healthcare_analytics.rpt_raf__visit_budget_analysis,models/healthcare/raf/capture/reports/rpt_raf__visit_budget_analysis.sql,healthcare,incremental,True,False,0,"capability_8,cms_hcc,cube,raf,report,reporting,risk_adjustment,BIPlatform",,False,1,2,protected,active,,,,,,
rpt_rn_inbox_excel,model.healthcare_analytics.rpt_rn_inbox_excel,models/healthcare/rn_inbox/rpt_rn_inbox_excel.sql,healthcare,view,True,False,1,"nursing,report,rn_inbox",,False,1,8,protected,active,,,,,,
rpt_spend__mlr_by_payor,model.healthcare_analytics.rpt_spend__mlr_by_payor,models/healthcare/spend/reports/rpt_spend__mlr_by_payor.sql,healthcare,view,True,False,7,"cube,report,spend,BIPlatform",,False,4,1,protected,active,,,,,,
rpt_spend__orphan_review,model.healthcare_analytics.rpt_spend__orphan_review,models/healthcare/spend/reports/rpt_spend__orphan_review.sql,healthcare,view,True,False,5,"reconciliation,report,spend",,False,5,3,protected,active,,,,,,
rpt_spend__pmpm_trend,model.healthcare_analytics.rpt_spend__pmpm_trend,models/healthcare/spend/reports/rpt_spend__pmpm_trend.sql,healthcare,view,True,False,4,"cube,report,spend,BIPlatform",,False,3,1,protected,active,,,,,,
rpt_spend__revenue_gap,model.healthcare_analytics.rpt_spend__revenue_gap,models/healthcare/spend/reports/rpt_spend__revenue_gap.sql,healthcare,view,True,False,3,"cube,report,spend,BIPlatform",,False,3,1,protected,active,,,,,,
scheduling_capacity,model.healthcare_analytics.scheduling_capacity,models/facts/scheduling_capacity.sql,healthcare,incremental,True,True,32,"capacity,cube,fact,scheduling,BIPlatform",,False,7,2,protected,active,,,,,,
scheduling_ma_staffing_v3,model.healthcare_analytics.scheduling_ma_staffing_v3,models/healthcare/scheduling/scheduling_ma_staffing_v3.sql,healthcare,incremental,True,True,12,"capacity,cube,scheduling,superset,v3_synced,BIPlatform",,True,7,0,protected,active,,,,,,
scheduling_provider_archetypes_v3,model.healthcare_analytics.scheduling_provider_archetypes_v3,models/healthcare/scheduling/scheduling_provider_archetypes_v3.sql,healthcare,incremental,True,True,16,"capacity,cube,scheduling,superset,v3_synced,BIPlatform",,True,8,0,protected,active,,,,,,
scheduling_provider_daily_capacity_v3,model.healthcare_analytics.scheduling_provider_daily_capacity_v3,models/healthcare/scheduling/scheduling_provider_daily_capacity_v3.sql,healthcare,incremental,True,True,19,"capacity,cube,scheduling,superset,v3_synced,BIPlatform",,True,7,0,protected,active,,,,,,
stg_cms_roster__membership,model.healthcare_analytics.stg_cms_roster__membership,models/healthcare/raf/shared/staging/stg_cms_roster__membership.sql,raf_staging,view,True,False,2,"cms_roster,cms_hcc,placeholder,raf,risk_adjustment,staging",,False,4,1,protected,active,,,,,,
stg_athena__appointment,model.healthcare_analytics.stg_athena__appointment,models/healthcare/raf/shared/staging/stg_athena__appointment.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,4,1,protected,active,,,,,,
stg_athena__appointmenttype,model.healthcare_analytics.stg_athena__appointmenttype,models/healthcare/raf/shared/staging/stg_athena__appointmenttype.sql,raf_staging,view,False,False,1,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__chart,model.healthcare_analytics.stg_athena__chart,models/healthcare/raf/shared/staging/stg_athena__chart.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,4,1,protected,active,,,,,,
stg_athena__claim,model.healthcare_analytics.stg_athena__claim,models/healthcare/raf/shared/staging/stg_athena__claim.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,1,protected,active,,,,,,
stg_athena__claim_diagnosis,model.healthcare_analytics.stg_athena__claim_diagnosis,models/healthcare/raf/shared/staging/stg_athena__claim_diagnosis.sql,raf_staging,view,True,False,4,"athena,cms_hcc,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_athena__claimaudit,model.healthcare_analytics.stg_athena__claimaudit,models/healthcare/raf/shared/staging/stg_athena__claimaudit.sql,raf_staging,view,False,False,2,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__claimnote,model.healthcare_analytics.stg_athena__claimnote,models/healthcare/raf/shared/staging/stg_athena__claimnote.sql,raf_staging,view,False,False,2,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__clinicalencounter,model.healthcare_analytics.stg_athena__clinicalencounter,models/healthcare/raf/shared/staging/stg_athena__clinicalencounter.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,9,1,protected,active,,,,,,
stg_athena__clinicalencounterdiagnosis,model.healthcare_analytics.stg_athena__clinicalencounterdiagnosis,models/healthcare/raf/shared/staging/stg_athena__clinicalencounterdiagnosis.sql,raf_staging,view,True,False,1,"athena,cms_hcc,raf,risk_adjustment,staging",,False,2,1,protected,active,,,,,,
stg_athena__clinicalencounterdxicd10,model.healthcare_analytics.stg_athena__clinicalencounterdxicd10,models/healthcare/raf/shared/staging/stg_athena__clinicalencounterdxicd10.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_athena__clinicalresult,model.healthcare_analytics.stg_athena__clinicalresult,models/healthcare/quality/staging/stg_athena__clinicalresult.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,5,1,protected,active,,,,,,
stg_athena__clinicalresultobservation,model.healthcare_analytics.stg_athena__clinicalresultobservation,models/healthcare/quality/staging/stg_athena__clinicalresultobservation.sql,healthcare,view,True,False,3,"dev-4296,evidence_funnel,quality,staging",Gyasi Sutton,False,4,1,protected,active,,,,,,
stg_athena__clinicalservice,model.healthcare_analytics.stg_athena__clinicalservice,models/healthcare/quality/staging/stg_athena__clinicalservice.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,5,0,protected,active,,,,,,
stg_athena__clinicalserviceprocedurecode,model.healthcare_analytics.stg_athena__clinicalserviceprocedurecode,models/healthcare/quality/staging/stg_athena__clinicalserviceprocedurecode.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,quality,staging",Gyasi Sutton,False,4,0,protected,active,,,,,,
stg_athena__customdemographics,model.healthcare_analytics.stg_athena__customdemographics,models/healthcare/raf/shared/staging/stg_athena__customdemographics.sql,raf_staging,view,False,False,2,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__department,model.healthcare_analytics.stg_athena__department,models/healthcare/raf/shared/staging/stg_athena__department.sql,raf_staging,view,True,False,1,"athena,cms_hcc,raf,risk_adjustment,staging",,False,1,1,protected,active,,,,,,
stg_athena__document,model.healthcare_analytics.stg_athena__document,models/healthcare/quality/staging/stg_athena__document.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,5,1,protected,active,,,,,,
stg_athena__hccdismissalreasoncode,model.healthcare_analytics.stg_athena__hccdismissalreasoncode,models/healthcare/raf/score/staging/stg_athena__hccdismissalreasoncode.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,1,protected,active,,,,,,
stg_athena__hcchccinteraction,model.healthcare_analytics.stg_athena__hcchccinteraction,models/healthcare/raf/score/staging/stg_athena__hcchccinteraction.sql,raf_staging,view,False,False,1,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__hcchierarchyexclusion,model.healthcare_analytics.stg_athena__hcchierarchyexclusion,models/healthcare/raf/score/staging/stg_athena__hcchierarchyexclusion.sql,raf_staging,view,False,False,3,"athena,cms_hcc,deprecated,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_athena__hccicdcodeall,model.healthcare_analytics.stg_athena__hccicdcodeall,models/healthcare/raf/score/staging/stg_athena__hccicdcodeall.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_athena__icdcodeall,model.healthcare_analytics.stg_athena__icdcodeall,models/healthcare/raf/shared/staging/stg_athena__icdcodeall.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,4,1,protected,active,,,,,,
stg_athena__p4phccdxsuggestion,model.healthcare_analytics.stg_athena__p4phccdxsuggestion,models/healthcare/raf/capture/staging/stg_athena__p4phccdxsuggestion.sql,raf_staging,view,True,False,1,"athena,cms_hcc,raf,risk_adjustment,staging",,False,2,1,protected,active,,,,,,
stg_athena__p4phccdxsuggestiondismissal,model.healthcare_analytics.stg_athena__p4phccdxsuggestiondismissal,models/healthcare/raf/capture/staging/stg_athena__p4phccdxsuggestiondismissal.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,1,protected,active,,,,,,
stg_athena__p4pmeasure,model.healthcare_analytics.stg_athena__p4pmeasure,models/healthcare/quality/staging/stg_athena__p4pmeasure.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,4,1,protected,active,,,,,,
stg_athena__p4presult,model.healthcare_analytics.stg_athena__p4presult,models/healthcare/quality/staging/stg_athena__p4presult.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,4,1,protected,active,,,,,,
stg_athena__p4presultdata,model.healthcare_analytics.stg_athena__p4presultdata,models/healthcare/quality/staging/stg_athena__p4presultdata.sql,healthcare,view,True,False,3,"dev-4296,evidence_funnel,quality,staging",Gyasi Sutton,False,1,1,protected,active,,,,,,
stg_athena__patient,model.healthcare_analytics.stg_athena__patient,models/healthcare/raf/shared/staging/stg_athena__patient.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,1,protected,active,,,,,,
stg_athena__patient_social_history,model.healthcare_analytics.stg_athena__patient_social_history,models/healthcare/scheduling/staging/stg_athena__patient_social_history.sql,healthcare,view,True,False,1,"athena,capacity,clinical,retier,scheduling,sdoh,staging,superset",,False,2,0,protected,active,,,,,,
stg_athena__patientinsurance,model.healthcare_analytics.stg_athena__patientinsurance,models/healthcare/raf/shared/staging/stg_athena__patientinsurance.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,2,protected,active,,,,,,
stg_athena__patientmedication,model.healthcare_analytics.stg_athena__patientmedication,models/healthcare/scheduling/staging/stg_athena__patientmedication.sql,healthcare,view,True,False,7,"athena,capacity,clinical,medication,retier,scheduling,staging,superset",,False,3,3,protected,active,,,,,,
stg_athena__patientproblem,model.healthcare_analytics.stg_athena__patientproblem,models/healthcare/raf/shared/staging/stg_athena__patientproblem.sql,raf_staging,view,True,False,6,"athena,cms_hcc,raf,risk_adjustment,staging",,False,3,1,protected,active,,,,,,
stg_athena__patientsurgicalhistory,model.healthcare_analytics.stg_athena__patientsurgicalhistory,models/healthcare/quality/staging/stg_athena__patientsurgicalhistory.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,quality,staging",Gyasi Sutton,False,4,1,protected,active,,,,,,
stg_athena__provider,model.healthcare_analytics.stg_athena__provider,models/healthcare/raf/shared/staging/stg_athena__provider.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,2,1,protected,active,,,,,,
stg_athena__qm_chart,model.healthcare_analytics.stg_athena__qm_chart,models/healthcare/quality/staging/stg_athena__qm_chart.sql,healthcare,view,True,False,2,"dev-4296,evidence_funnel,quality,staging,support",Gyasi Sutton,False,3,1,protected,active,,,,,,
stg_athena__qmresult,model.healthcare_analytics.stg_athena__qmresult,models/healthcare/quality/staging/stg_athena__qmresult.sql,healthcare,view,True,False,4,"dev-4296,evidence_funnel,quality,staging",Gyasi Sutton,False,1,1,protected,active,,,,,,
stg_athena__smoking_status,model.healthcare_analytics.stg_athena__smoking_status,models/healthcare/scheduling/staging/stg_athena__smoking_status.sql,healthcare,view,True,False,1,"athena,capacity,clinical,retier,scheduling,smoking,staging,superset",,False,2,1,protected,active,,,,,,
stg_athena__visit,model.healthcare_analytics.stg_athena__visit,models/healthcare/raf/shared/staging/stg_athena__visit.sql,raf_staging,view,True,False,3,"athena,cms_hcc,raf,risk_adjustment,staging",,False,1,1,protected,active,,,,,,
stg_athena__visitcharge,model.healthcare_analytics.stg_athena__visitcharge,models/healthcare/raf/shared/staging/stg_athena__visitcharge.sql,raf_staging,view,True,False,2,"athena,cms_hcc,raf,risk_adjustment,staging",,False,1,1,protected,active,,,,,,
stg_bonus__appointments,model.healthcare_analytics.stg_bonus__appointments,models/provider_bonus/staging/stg_bonus__appointments.sql,provider_bonus_staging,table,True,True,22,"provider_bonus,staging",,False,12,5,protected,active,,,,,,
stg_bonus__hcc_assessments,model.healthcare_analytics.stg_bonus__hcc_assessments,models/provider_bonus/staging/stg_bonus__hcc_assessments.sql,provider_bonus_staging,table,True,True,22,"provider_bonus,staging",,False,9,3,protected,active,,,,,,
stg_bonus__insurance_classification,model.healthcare_analytics.stg_bonus__insurance_classification,models/provider_bonus/staging/stg_bonus__insurance_classification.sql,provider_bonus_staging,table,True,True,15,"provider_bonus,staging",,False,6,2,protected,active,,,,,,
stg_bonus__nps_surveys,model.healthcare_analytics.stg_bonus__nps_surveys,models/provider_bonus/staging/stg_bonus__nps_surveys.sql,provider_bonus_staging,table,True,True,17,"provider_bonus,staging",,False,13,4,protected,active,,,,,,
stg_bonus__provider_roster,model.healthcare_analytics.stg_bonus__provider_roster,models/provider_bonus/staging/stg_bonus__provider_roster.sql,provider_bonus_staging,table,True,True,42,"provider_bonus,staging",,False,44,1,protected,active,,,,,,
stg_bonus__quality_measures,model.healthcare_analytics.stg_bonus__quality_measures,models/provider_bonus/staging/stg_bonus__quality_measures.sql,provider_bonus_staging,table,True,True,16,"provider_bonus,staging",,False,16,10,protected,active,,,,,,
stg_cms__cclf,model.healthcare_analytics.stg_cms__cclf,models/healthcare/raf/revenue/staging/stg_cms__cclf.sql,raf_staging,view,False,False,1,"cms,cms_hcc,deferred,placeholder,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_cms__mao4,model.healthcare_analytics.stg_cms__mao4,models/healthcare/raf/revenue/staging/stg_cms__mao4.sql,raf_staging,view,False,False,1,"cms,cms_hcc,deferred,placeholder,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_cms__mmr,model.healthcare_analytics.stg_cms__mmr,models/healthcare/raf/revenue/staging/stg_cms__mmr.sql,raf_staging,view,False,False,1,"cms,cms_hcc,deferred,placeholder,raf,risk_adjustment,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_elation__bill,model.healthcare_analytics.stg_elation__bill,models/healthcare/raf/capture/staging/stg_elation__bill.sql,raf_staging,view,False,False,2,"cms_hcc,deprecated,elation,raf,risk_adjustment,staging,static",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_elation__visit_note,model.healthcare_analytics.stg_elation__visit_note,models/healthcare/raf/capture/staging/stg_elation__visit_note.sql,raf_staging,view,True,False,2,"cms_hcc,elation,raf,risk_adjustment,staging,static",,False,3,1,protected,active,,,,,,
stg_membership__members,model.healthcare_analytics.stg_membership__members,models/healthcare/membership/stg_membership__members.sql,healthcare,table,True,True,49,"cube,daily,membership,membership,BIPlatform",data_engineering,False,3,1,protected,active,,,,,,
stg_jira__changelogs,model.healthcare_analytics.stg_jira__changelogs,models/jira/stg_jira__changelogs.sql,jira,view,True,False,1,"jira,staging",,False,2,1,protected,active,,,,,,
stg_jira__comments,model.healthcare_analytics.stg_jira__comments,models/jira/stg_jira__comments.sql,jira,view,True,False,3,"jira,staging",,False,1,1,protected,active,,,,,,
stg_jira__issue_links,model.healthcare_analytics.stg_jira__issue_links,models/jira/stg_jira__issue_links.sql,jira,view,True,False,0,"jira,staging",,False,2,1,protected,active,,,,,,
stg_jira__issues,model.healthcare_analytics.stg_jira__issues,models/jira/stg_jira__issues.sql,jira,view,True,False,1,"jira,staging",,False,2,1,protected,active,,,,,,
stg_jira__sprints,model.healthcare_analytics.stg_jira__sprints,models/jira/stg_jira__sprints.sql,jira,view,True,False,1,"jira,staging",,False,2,1,protected,active,,,,,,
stg_jira__users,model.healthcare_analytics.stg_jira__users,models/jira/stg_jira__users.sql,jira,view,True,False,1,"jira,staging",,False,2,1,protected,active,,,,,,
stg_jira__worklogs,model.healthcare_analytics.stg_jira__worklogs,models/jira/stg_jira__worklogs.sql,jira,view,True,False,1,"jira,staging",,False,2,1,protected,active,,,,,,
stg_mdm__appointment_type,model.healthcare_analytics.stg_mdm__appointment_type,models/sources/mdm/stg_mdm__appointment_type.sql,staging,view,True,False,16,"appointment,mdm,reference",,False,8,1,protected,active,,,,,,
stg_mdm__insurance,model.healthcare_analytics.stg_mdm__insurance,models/sources/mdm/stg_mdm__insurance.sql,staging,view,True,False,14,"insurance,mdm,reference",,False,3,1,protected,active,,,,,,
stg_mdm__nurse_staff,model.healthcare_analytics.stg_mdm__nurse_staff,models/sources/mdm/stg_mdm__nurse_staff.sql,staging,table,True,False,1,"mdm,nurse,reference,staff",,False,3,1,protected,active,,,,,,
stg_mdm__patient,model.healthcare_analytics.stg_mdm__patient,models/sources/mdm/stg_mdm__patient.sql,staging,view,True,False,9,"mdm,patient,reference",,False,13,1,protected,active,,,,,,
stg_mdm__provider,model.healthcare_analytics.stg_mdm__provider,models/sources/mdm/stg_mdm__provider.sql,staging,view,True,False,19,"mdm,provider,reference",,False,12,1,protected,active,,,,,,
stg_mdm__staff,model.healthcare_analytics.stg_mdm__staff,models/sources/mdm/stg_mdm__staff.sql,staging,view,True,False,1,"mdm,reference,staff",,False,4,1,protected,active,,,,,,
stg_navina__provider_code_level_live,model.healthcare_analytics.stg_navina__provider_code_level_live,models/healthcare/raf/capture/staging/stg_navina__provider_code_level_live.sql,raf_staging,view,True,False,2,"cms_hcc,VendorNav,raf,risk_adjustment,staging",,False,6,1,protected,active,,,,,,
stg_navina__suggestions,model.healthcare_analytics.stg_navina__suggestions,models/healthcare/raf/capture/staging/stg_navina__suggestions.sql,raf_staging,view,True,False,4,"cms_hcc,VendorNav,raf,risk_adjustment,staging",,False,5,1,protected,active,,,,,,
stg_nice__agents,model.healthcare_analytics.stg_nice__agents,models/sources/nice/stg_nice__agents.sql,staging,view,True,False,13,"call_center,nice,reference",,False,3,1,protected,active,,,,,,
stg_nice__contacts,model.healthcare_analytics.stg_nice__contacts,models/sources/nice/stg_nice__contacts.sql,staging,view,True,False,42,"call_center,nice,reference",,False,3,2,protected,active,,,,,,
stg_nice__sentiment,model.healthcare_analytics.stg_nice__sentiment,models/sources/nice/stg_nice__sentiment.sql,staging,view,True,False,32,"call_center,nice,reference,sentiment",,False,2,2,protected,active,,,,,,
stg_nice__skills,model.healthcare_analytics.stg_nice__skills,models/sources/nice/stg_nice__skills.sql,staging,view,True,False,10,"call_center,nice,reference",,False,3,1,protected,active,,,,,,
stg_payor__payor_alpha_claims,model.healthcare_analytics.stg_payor__payor_alpha_claims,models/healthcare/payor/staging/stg_payor__payor_alpha_claims.sql,healthcare,view,True,False,18,"attribution,PAYOR_A,payor,staging",,False,10,1,protected,active,,,,,,
stg_payor__payor_alpha_clinical_data,model.healthcare_analytics.stg_payor__payor_alpha_clinical_data,models/healthcare/payor/staging/stg_payor__payor_alpha_clinical_data.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,clinical,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_index,model.healthcare_analytics.stg_payor__payor_alpha_index,models/healthcare/payor/staging/stg_payor__payor_alpha_index.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_index_etg,model.healthcare_analytics.stg_payor__payor_alpha_index_etg,models/healthcare/payor/staging/stg_payor__payor_alpha_index_etg.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_mao,model.healthcare_analytics.stg_payor__payor_alpha_mao,models/healthcare/payor/staging/stg_payor__payor_alpha_mao.sql,healthcare,view,True,False,12,"attribution,PAYOR_A,cms,payor,raf,staging",,False,4,1,protected,active,,,,,,
stg_payor__payor_alpha_members,model.healthcare_analytics.stg_payor__payor_alpha_members,models/healthcare/payor/staging/stg_payor__payor_alpha_members.sql,healthcare,view,True,False,44,"attribution,PAYOR_A,empi,payor,staging",,False,8,1,protected,active,,,,,,
stg_payor__payor_alpha_mmr,model.healthcare_analytics.stg_payor__payor_alpha_mmr,models/healthcare/payor/staging/stg_payor__payor_alpha_mmr.sql,healthcare,view,True,False,4,"attribution,PAYOR_A,cms,payor,raf,staging",,False,14,1,protected,active,,,,,,
stg_payor__payor_alpha_morj,model.healthcare_analytics.stg_payor__payor_alpha_morj,models/healthcare/payor/staging/stg_payor__payor_alpha_morj.sql,healthcare,view,True,False,6,"attribution,PAYOR_A,cms,payor,raf,staging",,False,4,1,protected,active,,,,,,
stg_payor__payor_alpha_morm,model.healthcare_analytics.stg_payor__payor_alpha_morm,models/healthcare/payor/staging/stg_payor__payor_alpha_morm.sql,healthcare,view,True,False,5,"attribution,PAYOR_A,cms,payor,raf,staging",,False,4,1,protected,active,,,,,,
stg_payor__payor_alpha_outflow,model.healthcare_analytics.stg_payor__payor_alpha_outflow,models/healthcare/payor/staging/stg_payor__payor_alpha_outflow.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_outflow_detail,model.healthcare_analytics.stg_payor__payor_alpha_outflow_detail,models/healthcare/payor/staging/stg_payor__payor_alpha_outflow_detail.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,cost,payor,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
stg_payor__payor_alpha_quality_members,model.healthcare_analytics.stg_payor__payor_alpha_quality_members,models/healthcare/payor/staging/stg_payor__payor_alpha_quality_members.sql,healthcare,view,False,False,2,"attribution,PAYOR_A,payor,quality,staging",,False,0,0,protected,active,,,2026-08-18,DEV-4539,,
